User ID,Name,Email Address,Username,Date of Birth,Gender,Location,Membership Start Date,Membership End Date,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions
573,John Cline,trujillokirsten@example.net,trujillokirsten,30/03/69,Female,Ballberg,21/01/24,20/01/25,Monthly,Mastercard,Manual,Occasional,Clothing,Documentary,Smartphone,High,4,10
574,Gregory James,monicadavies@example.org,monicadavies,24/08/34,Female,Freemanfort,01/04/24,01/04/25,Annual,Mastercard,Manual,Frequent,Electronics,Romance,Tablet,High,4,4
575,Julie Galloway,xsmith@example.org,xsmith,15/06/76,Male,West Staceyport,20/03/24,20/03/25,Annual,Visa,Auto-renew,Regular,Electronics,Drama,Smartphone,High,5,1
576,Larry Day,grahamjoshua@example.net,grahamjoshua,29/11/98,Male,North Anthony,04/03/24,04/03/25,Annual,Amex,Manual,Frequent,Books,Comedy,Smart TV,Medium,4.9,1
577,Michael Chavez,smithkathleen@example.org,smithkathleen,02/08/38,Female,Maryland,13/03/24,13/03/25,Monthly,Amex,Auto-renew,Regular,Books,Horror,Tablet,Low,4,8
578,Joe Lopez,dianaolson@example.org,dianaolson,10/10/55,Male,Johnsonshire,15/01/24,14/01/25,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Smartphone,Medium,4.2,7
579,Jack Brock,seanwilliams@example.com,seanwilliams,23/06/93,Female,North Matthew,11/03/24,11/03/25,Monthly,Amex,Auto-renew,Frequent,Clothing,Romance,Tablet,Medium,3.9,6
580,Jennifer Rasmussen,michael31@example.org,michael31,18/01/56,Female,Pettystad,27/01/24,26/01/25,Annual,Mastercard,Manual,Occasional,Clothing,Documentary,Tablet,Low,4.1,6
581,Tanya Odom,tgray@example.org,tgray,31/05/53,Female,Johnstonstad,11/01/24,10/01/25,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smart TV,Medium,3.2,5
582,Dr. Isaac Davis,smallerik@example.net,smallerik,22/10/71,Male,Samuelview,21/01/24,20/01/25,Monthly,Visa,Manual,Occasional,Books,Romance,Tablet,Low,4.2,7
583,Sean Harris,brittanymurray@example.net,brittanymurray,28/01/75,Female,South Justin,03/01/24,02/01/25,Monthly,Amex,Manual,Occasional,Books,Documentary,Smartphone,High,4.2,3
584,Jesse Singleton,christina68@example.org,christina68,18/01/79,Male,Julieside,04/02/24,03/02/25,Monthly,Visa,Auto-renew,Frequent,Electronics,Action,Smart TV,Low,4,4
585,Bonnie Pena,ewilson@example.net,ewilson,30/10/49,Female,Wrighttown,16/02/24,15/02/25,Monthly,Mastercard,Manual,Occasional,Books,Horror,Smart TV,High,4.2,3
586,Tracy Allen,daltonrhonda@example.net,daltonrhonda,07/02/35,Male,West Sharon,07/02/24,06/02/25,Monthly,Visa,Manual,Regular,Books,Horror,Tablet,High,4.5,2
587,Rachel Payne,sjones@example.org,sjones,15/05/71,Male,Port Julieberg,04/04/24,04/04/25,Monthly,Amex,Auto-renew,Occasional,Books,Comedy,Smartphone,Medium,3.5,5
588,Craig Carter,wesleyday@example.net,wesleyday,27/11/54,Male,Bensonport,08/01/24,07/01/25,Annual,Amex,Manual,Regular,Electronics,Sci-Fi,Smartphone,High,4.2,3
589,George Elliott,rebecca56@example.com,rebecca56,30/08/39,Female,North Jameschester,17/02/24,16/02/25,Annual,Amex,Auto-renew,Frequent,Electronics,Comedy,Smartphone,Low,4.8,5
590,Sean Navarro,derek53@example.net,derek53,26/08/72,Male,New Ryan,09/04/24,09/04/25,Monthly,Mastercard,Manual,Occasional,Electronics,Documentary,Tablet,High,4.7,5
591,Stephanie Palmer,daniel56@example.org,daniel56,12/12/66,Female,Williamport,06/03/24,06/03/25,Monthly,Amex,Auto-renew,Frequent,Electronics,Sci-Fi,Smartphone,Low,4.3,5
592,Renee Rivas,ewatson@example.com,ewatson,18/03/85,Female,West Ninatown,17/03/24,17/03/25,Annual,Visa,Manual,Occasional,Electronics,Documentary,Smart TV,High,4.5,5
593,John Anderson,amberknapp@example.net,amberknapp,04/01/93,Male,West Rebeccaland,25/03/24,25/03/25,Monthly,Amex,Auto-renew,Regular,Books,Horror,Tablet,High,3,1
594,Paul Harris,bbarnes@example.com,bbarnes,29/10/70,Female,East Jasontown,27/02/24,26/02/25,Monthly,Visa,Auto-renew,Occasional,Books,Comedy,Tablet,High,4,3
595,Jaime Klein,michael55@example.org,michael55,13/06/94,Male,Clayview,03/01/24,02/01/25,Annual,Visa,Manual,Regular,Books,Sci-Fi,Smartphone,Low,4.8,2
596,Thomas Mitchell,wellsrobert@example.org,wellsrobert,29/09/90,Female,East Danny,01/01/24,31/12/24,Annual,Amex,Manual,Occasional,Books,Horror,Smart TV,Low,3.8,0
597,Veronica Vargas,stephenyoung@example.com,stephenyoung,26/12/53,Female,Parsonsstad,03/04/24,03/04/25,Annual,Mastercard,Manual,Occasional,Books,Comedy,Tablet,Low,3.6,1
598,Alexander Thompson,isaac56@example.org,isaac56,08/04/47,Female,Port Jenniferport,09/01/24,08/01/25,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Smartphone,High,3.2,8
599,Linda Taylor PhD,stevenhodge@example.net,stevenhodge,18/11/00,Male,Maryberg,30/03/24,30/03/25,Monthly,Visa,Manual,Regular,Electronics,Comedy,Tablet,Medium,3.3,9
600,Robert Miller,christineperez@example.org,christineperez,11/07/39,Male,Jonesport,01/04/24,01/04/25,Annual,Mastercard,Manual,Occasional,Books,Documentary,Smartphone,High,4.8,6
601,Michael Hanson,nicholas77@example.org,nicholas77,28/03/59,Male,Meghanmouth,13/03/24,13/03/25,Annual,Amex,Auto-renew,Occasional,Clothing,Romance,Smart TV,Low,3.2,9
602,Becky Ross,othomas@example.net,othomas,16/09/67,Male,North Tiffany,07/04/24,07/04/25,Annual,Mastercard,Manual,Regular,Clothing,Romance,Smart TV,High,3.3,4
603,Margaret Barker,stephanie67@example.org,stephanie67,04/07/51,Male,New Michael,21/02/24,20/02/25,Annual,Mastercard,Auto-renew,Occasional,Books,Horror,Tablet,Low,4.5,6
604,Jennifer Gill,pkrause@example.org,pkrause,19/12/42,Male,Port Stevenstad,30/03/24,30/03/25,Monthly,Amex,Auto-renew,Regular,Electronics,Sci-Fi,Tablet,High,4.4,5
605,Heather Bowen,jason42@example.net,jason42,25/04/66,Female,Delgadoside,13/01/24,12/01/25,Annual,Mastercard,Manual,Occasional,Electronics,Horror,Smart TV,Low,4.7,6
606,Anthony Jones,shannon69@example.net,shannon69,02/06/04,Female,Port Jason,03/01/24,02/01/25,Annual,Amex,Auto-renew,Frequent,Electronics,Action,Tablet,High,3.7,4
607,Lee West,watsonjessica@example.org,watsonjessica,26/04/57,Female,North Emily,13/03/24,13/03/25,Annual,Mastercard,Manual,Occasional,Books,Comedy,Smartphone,Medium,3.1,7
608,Gail Montgomery DDS,vickiramirez@example.net,vickiramirez,21/10/43,Male,Madisonborough,10/01/24,09/01/25,Annual,Mastercard,Auto-renew,Frequent,Electronics,Comedy,Smart TV,Medium,3.1,5
609,Travis Flores,rogersluke@example.org,rogersluke,11/09/40,Male,New Kathymouth,04/02/24,03/02/25,Monthly,Mastercard,Manual,Occasional,Electronics,Comedy,Smart TV,Low,4.5,1
610,Brooke Brock,crystal00@example.org,crystal00,31/07/53,Male,Maryfurt,12/01/24,11/01/25,Monthly,Visa,Manual,Occasional,Electronics,Sci-Fi,Tablet,Low,3.9,9
611,Carolyn Nichols,garycaldwell@example.com,garycaldwell,07/01/70,Female,North Jesseborough,19/02/24,18/02/25,Annual,Visa,Auto-renew,Occasional,Clothing,Action,Tablet,Medium,3.1,6
612,Ivan King,daniellewolfe@example.com,daniellewolfe,11/04/06,Male,West John,06/03/24,06/03/25,Annual,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,Low,3.8,6
613,Janet Barajas,sosawilliam@example.net,sosawilliam,19/03/69,Female,Port Tracy,11/01/24,10/01/25,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smart TV,High,4.7,10
614,Anthony Pace,stephen74@example.org,stephen74,01/04/82,Female,Hughesport,26/03/24,26/03/25,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,Low,3.2,4
615,Christina Finley,idouglas@example.org,idouglas,31/05/67,Male,West Adam,14/02/24,13/02/25,Monthly,Amex,Auto-renew,Occasional,Electronics,Horror,Smart TV,Medium,4.6,4
616,Richard Ferguson,elizabeth89@example.com,elizabeth89,15/01/76,Female,Michaelport,28/02/24,27/02/25,Monthly,Mastercard,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.5,5
617,Sandra Johnson,joshua14@example.org,joshua14,12/06/71,Female,Josephfort,08/01/24,07/01/25,Monthly,Mastercard,Manual,Regular,Clothing,Romance,Tablet,High,4.6,0
618,Andrew Hawkins,ericgonzales@example.org,ericgonzales,31/05/98,Male,Amandabury,16/02/24,15/02/25,Monthly,Mastercard,Auto-renew,Regular,Clothing,Romance,Smart TV,Medium,3.6,0
619,Karen Cohen,christinapetty@example.com,christinapetty,28/02/80,Male,Lisaborough,12/03/24,12/03/25,Annual,Mastercard,Manual,Frequent,Books,Action,Tablet,High,3.4,10
620,Robert Ewing,dkirby@example.org,dkirby,05/09/56,Female,East Matthewburgh,28/03/24,28/03/25,Monthly,Visa,Auto-renew,Frequent,Books,Comedy,Smartphone,Medium,4.1,10
621,Amber Phillips,ijohnson@example.net,ijohnson,20/06/56,Male,Nelsonville,29/03/24,29/03/25,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,Tablet,High,3.2,0
622,Hannah Terry,manuelphillips@example.org,manuelphillips,22/02/59,Female,Shawnstad,06/03/24,06/03/25,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Smart TV,High,4.3,5
623,Mrs. Vanessa Johnson,youngronald@example.net,youngronald,19/11/75,Female,East Seanview,21/01/24,20/01/25,Annual,Mastercard,Manual,Frequent,Books,Drama,Tablet,Low,4,3
624,Elizabeth Rivera,aluna@example.com,aluna,01/05/45,Male,West Charlesberg,25/02/24,24/02/25,Monthly,Visa,Auto-renew,Regular,Electronics,Action,Tablet,Low,4.4,10
625,Lisa Salinas,ipowell@example.org,ipowell,26/07/68,Male,Danielsland,13/04/24,13/04/25,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,High,4.3,6
626,Steven Schneider,ttran@example.net,ttran,04/05/00,Female,Brandonborough,15/03/24,15/03/25,Annual,Amex,Manual,Frequent,Books,Romance,Smart TV,High,4.1,6
627,Johnny Myers,james36@example.org,james36,17/01/54,Male,North Brian,19/02/24,18/02/25,Monthly,Amex,Auto-renew,Occasional,Books,Horror,Tablet,High,4.8,5
628,Joshua Lee,lydia35@example.org,lydia35,07/05/71,Female,Port Christopher,06/01/24,05/01/25,Monthly,Amex,Manual,Occasional,Books,Documentary,Smartphone,High,3.5,2
629,David Acosta,kyle46@example.com,kyle46,18/02/95,Female,Port Raymondmouth,13/03/24,13/03/25,Annual,Visa,Manual,Frequent,Clothing,Drama,Tablet,High,3.3,1
630,Mary Robinson,vrobinson@example.net,vrobinson,02/07/58,Female,Masseyport,02/02/24,01/02/25,Monthly,Amex,Manual,Regular,Electronics,Romance,Smartphone,High,3.1,2
631,Randy Kidd,bryandiaz@example.com,bryandiaz,16/06/65,Female,South Jonathanshire,08/02/24,07/02/25,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Smart TV,High,3.7,9
632,Margaret Hall,zwilson@example.com,zwilson,19/09/83,Male,Freemanland,24/01/24,23/01/25,Annual,Visa,Manual,Regular,Clothing,Drama,Tablet,Medium,3.7,5
633,Tony Davis,kellyjerry@example.net,kellyjerry,05/03/72,Male,South Brandonmouth,16/03/24,16/03/25,Monthly,Mastercard,Auto-renew,Regular,Clothing,Sci-Fi,Smartphone,High,4.1,0
634,Aaron Guzman,dawnwilliamson@example.org,dawnwilliamson,09/11/78,Male,Joshuamouth,04/02/24,03/02/25,Monthly,Mastercard,Auto-renew,Regular,Books,Documentary,Tablet,High,4,6
635,Kenneth Russell,joelhampton@example.org,joelhampton,12/11/84,Female,East Michaelstad,13/04/24,13/04/25,Monthly,Visa,Auto-renew,Occasional,Electronics,Drama,Smart TV,High,4.2,0
636,Michael Anderson,bridgesjose@example.org,bridgesjose,31/10/80,Male,Cannonshire,07/01/24,06/01/25,Annual,Amex,Manual,Regular,Clothing,Drama,Tablet,Medium,4.2,9
637,Mckenzie Smith,mark90@example.net,mark90,22/09/77,Female,Wilsonborough,09/04/24,09/04/25,Annual,Mastercard,Manual,Occasional,Clothing,Romance,Tablet,High,4,1
638,Ryan Williams,luke34@example.com,luke34,09/10/99,Male,South Timothy,18/01/24,17/01/25,Annual,Mastercard,Auto-renew,Frequent,Books,Drama,Smartphone,High,4,8
639,Michael Rogers,brandon68@example.com,brandon68,11/05/35,Male,Patriciaton,13/02/24,12/02/25,Annual,Amex,Manual,Occasional,Clothing,Action,Smart TV,Medium,3.6,2
640,Paula Wright,kscott@example.org,kscott,21/01/04,Female,North Brian,08/02/24,07/02/25,Monthly,Amex,Manual,Frequent,Clothing,Action,Smart TV,Medium,3.3,7
641,Kelly Blevins,patriciabowman@example.org,patriciabowman,26/12/35,Male,East Thomas,17/01/24,16/01/25,Monthly,Visa,Manual,Regular,Books,Documentary,Smart TV,Medium,3.8,5
642,Jacob Schultz,luisharrison@example.net,luisharrison,23/08/49,Female,Davisport,03/04/24,03/04/25,Monthly,Mastercard,Manual,Occasional,Books,Romance,Smart TV,Low,3,6
643,Scott Cannon,nthompson@example.com,nthompson,27/02/67,Male,Lewisfurt,09/04/24,09/04/25,Monthly,Mastercard,Manual,Occasional,Electronics,Horror,Tablet,High,4.6,0
644,Dean Frazier,monicabentley@example.org,monicabentley,22/08/74,Male,Johnchester,21/02/24,20/02/25,Monthly,Amex,Auto-renew,Regular,Books,Romance,Smart TV,High,3.8,8
645,Amy Williams,isaac58@example.org,isaac58,05/01/95,Male,Port Codyland,21/03/24,21/03/25,Annual,Amex,Manual,Regular,Books,Action,Tablet,Medium,4.8,0
646,Alison Stephens,tonifernandez@example.org,tonifernandez,30/11/33,Male,Douglasburgh,07/01/24,06/01/25,Monthly,Mastercard,Manual,Occasional,Books,Sci-Fi,Tablet,Low,3.7,4
647,Scott Cook,briangreen@example.com,briangreen,02/11/94,Female,Ethanburgh,18/03/24,18/03/25,Annual,Amex,Manual,Occasional,Electronics,Horror,Smart TV,Low,4,6
648,Mrs. Nicole Gallegos,seanvaldez@example.com,seanvaldez,27/03/68,Male,North Robert,21/03/24,21/03/25,Monthly,Mastercard,Auto-renew,Frequent,Books,Sci-Fi,Smartphone,High,4.3,7
649,Debra Moore,donna99@example.com,donna99,30/01/45,Female,Soniabury,06/03/24,06/03/25,Monthly,Amex,Auto-renew,Regular,Electronics,Romance,Smart TV,Medium,3.9,3
650,Kelly Cox,hodgelauren@example.org,hodgelauren,06/07/91,Female,Carlosborough,24/01/24,23/01/25,Annual,Mastercard,Manual,Occasional,Clothing,Romance,Smart TV,Low,4.2,0
651,Kaitlin Webb,htodd@example.org,htodd,01/05/36,Male,New Ann,11/03/24,11/03/25,Annual,Mastercard,Manual,Occasional,Books,Horror,Tablet,High,4.9,1
652,Antonio Baldwin,molly29@example.com,molly29,31/03/54,Male,Port Brendafort,15/03/24,15/03/25,Annual,Visa,Auto-renew,Regular,Clothing,Sci-Fi,Smart TV,Medium,4.2,2
653,Heather Wright,marissa28@example.com,marissa28,21/03/69,Female,Lake Meagan,07/04/24,07/04/25,Annual,Visa,Manual,Frequent,Books,Comedy,Smart TV,Medium,4.8,10
654,Matthew Zavala,linryan@example.org,linryan,04/03/96,Male,Bradleyview,28/03/24,28/03/25,Monthly,Mastercard,Auto-renew,Occasional,Books,Drama,Tablet,Medium,4.5,8
655,Robert Wong,eric57@example.com,eric57,04/09/93,Female,West Richard,21/01/24,20/01/25,Annual,Mastercard,Manual,Occasional,Clothing,Action,Smartphone,Medium,3.1,3
656,Ryan Peterson,bradleyanderson@example.com,bradleyanderson,25/05/66,Male,New Michael,16/01/24,15/01/25,Monthly,Visa,Auto-renew,Occasional,Clothing,Sci-Fi,Smart TV,Low,4.5,10
657,David Alvarez,erin34@example.org,erin34,18/09/92,Female,Jessicafort,17/02/24,16/02/25,Annual,Visa,Auto-renew,Occasional,Books,Horror,Tablet,Low,4.2,3
658,Mrs. Penny Frost,belladam@example.net,belladam,07/02/40,Female,East Timothyside,04/01/24,03/01/25,Monthly,Mastercard,Manual,Regular,Clothing,Sci-Fi,Smart TV,High,3.7,5
659,Dawn Simon,michaellewis@example.net,michaellewis,23/05/73,Female,Villaburgh,04/02/24,03/02/25,Monthly,Mastercard,Manual,Frequent,Books,Drama,Smart TV,Low,4.1,5
660,Paul Bolton,wallrandy@example.net,wallrandy,08/03/04,Female,Lisamouth,31/03/24,31/03/25,Annual,Visa,Manual,Regular,Books,Horror,Tablet,Medium,4.3,5
661,Denise Oneill,shannonmorton@example.org,shannonmorton,29/02/64,Male,East Monica,31/01/24,30/01/25,Annual,Visa,Auto-renew,Regular,Electronics,Drama,Smartphone,High,4.3,2
662,Tracey Scott,tateamanda@example.org,tateamanda,31/05/38,Female,Elizabethhaven,09/03/24,09/03/25,Monthly,Amex,Auto-renew,Frequent,Electronics,Romance,Smartphone,High,3.4,10
663,Heather Moreno,dominiqueaguilar@example.net,dominiqueaguilar,24/08/33,Female,Andrewview,06/02/24,05/02/25,Monthly,Amex,Auto-renew,Frequent,Electronics,Horror,Tablet,High,4.8,10
664,Pamela Briggs,tonyjenkins@example.com,tonyjenkins,08/05/46,Male,East Gregoryshire,14/02/24,13/02/25,Monthly,Amex,Manual,Regular,Clothing,Action,Smart TV,Medium,5,1
665,Douglas Sharp,jlee@example.com,jlee,07/09/69,Female,Romeroshire,02/02/24,01/02/25,Annual,Visa,Manual,Frequent,Books,Horror,Smartphone,Medium,3.8,6
666,Derrick Burton,sharongray@example.net,sharongray,26/09/57,Male,New Richard,03/02/24,02/02/25,Annual,Amex,Auto-renew,Frequent,Clothing,Action,Tablet,Low,3.1,8
667,Mary Reid,nancypena@example.net,nancypena,08/01/46,Female,Lake Joanneside,17/02/24,16/02/25,Monthly,Amex,Manual,Occasional,Books,Horror,Smart TV,Medium,4.1,1
668,Nicole West,ryanadkins@example.com,ryanadkins,23/08/93,Male,North Kyletown,01/03/24,01/03/25,Monthly,Mastercard,Manual,Regular,Clothing,Drama,Smart TV,Low,4.6,5
669,Roy Stone,joseph98@example.org,joseph98,16/06/52,Male,Lake Ericborough,03/01/24,02/01/25,Monthly,Visa,Auto-renew,Occasional,Books,Horror,Tablet,Low,4.4,8
670,James Warner,wendy53@example.com,wendy53,19/02/63,Female,Bowenland,21/03/24,21/03/25,Monthly,Visa,Manual,Frequent,Clothing,Documentary,Smartphone,Low,3,2
671,Larry Gay,walkerjessica@example.com,walkerjessica,14/11/02,Female,New Jeffery,08/02/24,07/02/25,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Romance,Smartphone,High,3.6,2
672,Brent Bailey,kerri46@example.net,kerri46,17/02/02,Male,Lake Kelly,17/03/24,17/03/25,Monthly,Amex,Manual,Occasional,Books,Comedy,Smart TV,Medium,4.6,5
673,Oscar Wright,rhodesdan@example.org,rhodesdan,17/07/83,Female,Rodriguezstad,14/01/24,13/01/25,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Tablet,High,4.4,4
674,Ms. Linda Walter DDS,james70@example.com,james70,12/11/57,Female,Alexandrachester,26/03/24,26/03/25,Monthly,Visa,Manual,Regular,Books,Drama,Smart TV,Medium,3.5,9
675,Bill Marquez,debra16@example.com,debra16,03/08/62,Female,South Stephanie,08/02/24,07/02/25,Monthly,Amex,Manual,Regular,Clothing,Documentary,Smartphone,High,4.8,4
676,Peter Francis,lbradford@example.net,lbradford,28/06/37,Female,Vargasberg,27/01/24,26/01/25,Annual,Amex,Manual,Frequent,Electronics,Horror,Smart TV,High,4.9,8
677,Dylan Woods,ramosbrittany@example.org,ramosbrittany,14/01/59,Female,South Donaldview,19/03/24,19/03/25,Annual,Amex,Auto-renew,Frequent,Books,Drama,Tablet,High,4.4,2
678,Kathleen Bauer,pricejulia@example.com,pricejulia,14/09/98,Male,Port Seanmouth,05/01/24,04/01/25,Monthly,Mastercard,Auto-renew,Regular,Electronics,Horror,Smart TV,High,4.9,4
679,Robert Roberson,tylerhammond@example.net,tylerhammond,18/10/61,Female,South Moniqueburgh,15/02/24,14/02/25,Annual,Visa,Manual,Occasional,Electronics,Horror,Smart TV,Low,3.4,4
680,Faith Griffin,laceydavis@example.net,laceydavis,18/04/91,Male,Rickytown,10/03/24,10/03/25,Annual,Mastercard,Manual,Occasional,Books,Drama,Smartphone,Medium,4.9,10
681,Daniel Lopez,anthonyarmstrong@example.net,anthonyarmstrong,24/01/88,Male,Freemanstad,14/03/24,14/03/25,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,Low,4.1,6
682,Sylvia Butler,mitchellheidi@example.net,mitchellheidi,24/09/88,Female,Greenberg,06/02/24,05/02/25,Monthly,Visa,Manual,Regular,Clothing,Horror,Smartphone,Low,4.3,3
683,Kevin Dominguez,mileseric@example.com,mileseric,28/07/94,Female,Davisberg,22/01/24,21/01/25,Monthly,Mastercard,Auto-renew,Occasional,Books,Action,Smart TV,Medium,4.4,0
684,Jonathan Lucero,ubrown@example.org,ubrown,17/07/54,Male,Loriborough,19/01/24,18/01/25,Annual,Amex,Auto-renew,Occasional,Clothing,Comedy,Smartphone,High,4.2,8
685,Lori Howe,smoran@example.org,smoran,15/05/52,Male,Lake Donald,16/01/24,15/01/25,Annual,Visa,Manual,Regular,Books,Action,Tablet,High,4.6,3
686,James Ryan,davisjeffery@example.com,davisjeffery,15/11/85,Male,Brandonmouth,24/01/24,23/01/25,Monthly,Amex,Auto-renew,Frequent,Clothing,Drama,Tablet,Low,3.5,4
687,Catherine Fry,hcook@example.com,hcook,15/01/34,Male,Angelatown,16/02/24,15/02/25,Monthly,Mastercard,Manual,Frequent,Clothing,Horror,Smart TV,Low,4.8,3
688,Mark Griffin,adrian56@example.net,adrian56,12/05/00,Male,Cruzton,31/03/24,31/03/25,Annual,Amex,Auto-renew,Regular,Clothing,Action,Smart TV,Low,3.7,4
689,Maria Johnson,victoria08@example.org,victoria08,18/12/80,Female,Aprilview,26/02/24,25/02/25,Monthly,Mastercard,Manual,Frequent,Clothing,Drama,Smart TV,High,3.3,7
690,Bradley Holmes,cwashington@example.net,cwashington,30/03/53,Male,Richardview,01/04/24,01/04/25,Annual,Visa,Manual,Frequent,Books,Action,Tablet,Low,3,2
691,Alexandra Horton,daleruiz@example.com,daleruiz,26/08/61,Male,Lake Melaniestad,01/03/24,01/03/25,Annual,Amex,Manual,Frequent,Electronics,Documentary,Smart TV,Medium,3.9,0
692,Jose Boyd,amanda22@example.com,amanda22,21/10/36,Male,South Rebecca,03/01/24,02/01/25,Annual,Amex,Manual,Frequent,Books,Documentary,Tablet,High,4.9,4
693,Brianna Fletcher,robertwinters@example.org,robertwinters,13/09/76,Male,Lindaville,20/01/24,19/01/25,Annual,Amex,Auto-renew,Occasional,Books,Sci-Fi,Smart TV,Low,4.6,0
694,Jose Jensen,jacob63@example.org,jacob63,16/06/83,Female,Lake Tiffanyberg,26/03/24,26/03/25,Monthly,Visa,Auto-renew,Regular,Books,Documentary,Tablet,Low,3.9,0
695,Stephanie White,nicolepugh@example.com,nicolepugh,12/01/78,Female,North Angela,26/02/24,25/02/25,Annual,Amex,Auto-renew,Frequent,Electronics,Romance,Tablet,Low,4.2,1
696,Richard Villanueva DDS,austinrandy@example.com,austinrandy,22/06/68,Female,Micheleberg,20/03/24,20/03/25,Annual,Amex,Auto-renew,Occasional,Electronics,Drama,Smart TV,High,4.5,10
697,Anna Monroe,dcraig@example.com,dcraig,06/08/58,Male,Port Sandraborough,06/01/24,05/01/25,Annual,Mastercard,Manual,Frequent,Books,Sci-Fi,Smartphone,Medium,4.9,5
698,Mary Phillips,joseph59@example.org,joseph59,16/09/38,Female,Martinburgh,12/02/24,11/02/25,Annual,Amex,Manual,Occasional,Electronics,Comedy,Smartphone,High,3.7,0
699,Matthew Roman,suarezamanda@example.org,suarezamanda,27/02/00,Female,Lake Keith,26/01/24,25/01/25,Monthly,Mastercard,Auto-renew,Frequent,Clothing,Horror,Smartphone,High,3.9,10
700,Andrew Santos,vanessacarlson@example.com,vanessacarlson,14/07/60,Female,South Jenniferview,05/01/24,04/01/25,Annual,Mastercard,Manual,Occasional,Books,Comedy,Tablet,High,4.3,3
701,Hannah Murphy,kyleriley@example.org,kyleriley,20/04/83,Female,Lake Edward,03/03/24,03/03/25,Monthly,Amex,Manual,Frequent,Clothing,Documentary,Smartphone,Low,3.5,1
702,Paul Graham,amyalexander@example.net,amyalexander,17/12/77,Male,North Kristenberg,01/04/24,01/04/25,Monthly,Amex,Manual,Regular,Books,Documentary,Smart TV,Medium,3.6,2
703,Laurie Hansen,mortonlori@example.com,mortonlori,22/09/72,Male,East Jonathanhaven,21/01/24,20/01/25,Annual,Amex,Auto-renew,Regular,Books,Documentary,Tablet,Low,3.9,6
704,Eric Benitez,elliottbrendan@example.net,elliottbrendan,05/12/52,Male,West Antonioburgh,22/01/24,21/01/25,Annual,Mastercard,Manual,Regular,Books,Romance,Smart TV,Medium,3.4,6
705,Daniel Smith,smalldaniel@example.org,smalldaniel,14/02/69,Male,New Robert,28/03/24,28/03/25,Annual,Amex,Manual,Occasional,Books,Sci-Fi,Tablet,Medium,3.6,3
706,Michael Johnson,lrogers@example.org,lrogers,03/07/96,Male,Andreastad,17/02/24,16/02/25,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Smartphone,Medium,4.6,5
707,Tracy Sanders,gabrielle62@example.com,gabrielle62,06/02/90,Female,North Jonathan,14/02/24,13/02/25,Monthly,Amex,Auto-renew,Occasional,Electronics,Action,Tablet,Low,3.2,0
708,Kendra Mitchell,brenda80@example.com,brenda80,02/09/34,Female,Port Michaeltown,06/02/24,05/02/25,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Horror,Smartphone,High,3.9,8
709,Alexander Mckinney,brittanyjackson@example.org,brittanyjackson,23/02/45,Female,West Matthew,09/02/24,08/02/25,Monthly,Mastercard,Manual,Occasional,Books,Comedy,Smartphone,High,3.9,0
710,Lisa Stark,ahammond@example.net,ahammond,01/11/37,Male,Lake Amandaton,29/03/24,29/03/25,Monthly,Amex,Auto-renew,Occasional,Electronics,Romance,Smart TV,Medium,4,0
711,Alexandria Gonzales,rjohnson@example.net,rjohnson,03/06/43,Male,Harrismouth,13/03/24,13/03/25,Monthly,Mastercard,Manual,Regular,Clothing,Comedy,Smartphone,High,3,3
712,Jessica Travis,silvarobert@example.net,silvarobert,27/03/68,Female,Walterchester,18/01/24,17/01/25,Annual,Visa,Manual,Occasional,Clothing,Horror,Smartphone,High,3.7,8
713,Robert Kelly,ramosamanda@example.org,ramosamanda,27/12/47,Male,South Patricia,02/03/24,02/03/25,Annual,Visa,Auto-renew,Occasional,Books,Comedy,Tablet,Medium,5,5
714,Susan Johnson,qprice@example.com,qprice,25/07/86,Male,Lake Tiffany,25/03/24,25/03/25,Annual,Visa,Auto-renew,Regular,Clothing,Comedy,Smartphone,Medium,3.3,7
715,Andrew Hill,jasminelopez@example.org,jasminelopez,26/11/55,Male,Zacharychester,22/01/24,21/01/25,Monthly,Visa,Auto-renew,Frequent,Clothing,Romance,Smartphone,High,4.8,7
716,Kathryn Carpenter,davidwise@example.net,davidwise,11/12/87,Female,Meyerburgh,28/01/24,27/01/25,Monthly,Visa,Manual,Occasional,Electronics,Documentary,Smart TV,High,4.4,8
